percentile,age_group,gender,resting_heart_rate_bpm,resting_heart_rate_covariance_value,azm_in_fat_burn_minute_cnt,azm_in_cardio_minute_cnt,azm_in_peak_minute_cnt,azm_total_multiplied_azm_cnt,step_cnt,sleep_rem_minute_cnt,sleep_deep_minute_cnt,sleep_all_awake_cnt,sleep_light_minute_cnt,sleep_all_asleep_minute_cnt,stress_management_score
61,65+,female,67,8.0,47,3,0,61,7654.0,89,61,0,287,0,78
62,65+,female,68,8.0,48,3,0,62,7796.0,90,62,0,289,0,78
63,65+,female,68,9.0,49,4,0,64,7944.0,91,62,0,291,0,78
64,65+,female,68,9.0,51,4,0,66,8087.0,92,63,0,293,0,78
65,65+,female,68,10.0,52,4,0,68,8234.0,93,64,0,294,0,78
66,65+,female,68,10.0,54,4,0,70,8386.0,94,64,0,296,0,79
67,65+,female,69,10.0,55,5,0,72,8544.0,95,65,0,298,0,79
68,65+,female,69,11.0,57,5,0,75,8706.0,96,66,0,300,0,79
69,65+,female,69,11.0,58,5,0,77,8875.0,97,67,0,302,0,79
70,65+,female,69,11.0,60,6,0,79,9049.0,98,67,0,303,0,79
71,65+,female,70,11.0,61,6,0,82,9228.0,99,68,0,305,56,79
72,65+,female,70,12.0,63,6,0,84,9415.0,100,69,0,307,60,80
73,65+,female,70,12.0,65,7,0,87,9613.0,102,70,0,309,64,80
74,65+,female,70,13.0,66,7,0,89,9823.0,103,71,0,311,68,80
75,65+,female,71,14.0,68,8,0,92,10014.0,104,71,0,313,72,80
76,65+,female,71,15.0,70,8,0,95,10146.0,105,72,0,315,77,80
77,65+,female,71,16.0,72,9,0,98,10298.0,106,73,0,318,82,81
78,65+,female,71,17.0,74,9,0,101,10467.0,107,74,0,320,88,81
79,65+,female,72,18.0,76,10,0,104,10648.0,108,75,0,322,95,81
80,65+,female,72,20.0,78,11,0,107,10844.0,110,76,0,324,103,81
81,65+,female,72,20.0,81,11,0,110,11052.0,111,77,1,327,112,81
82,65+,female,73,21.0,83,12,0,114,11262.0,112,78,1,329,123,82
83,65+,female,73,22.0,86,13,0,118,11488.0,114,79,1,332,136,82
84,65+,female,73,22.0,88,14,0,122,11726.0,115,80,1,335,150,82
85,65+,female,74,22.0,91,15,0,126,11986.0,117,81,1,337,169,82
86,65+,female,74,22.0,94,16,1,130,12241.0,118,82,1,340,210,83
87,65+,female,74,22.0,97,17,1,135,12520.0,120,84,1,344,256,83
88,65+,female,75,22.0,100,18,1,140,12819.0,122,85,1,347,300,83
89,65+,female,75,22.0,104,19,1,145,13142.0,124,86,1,350,335,83
90,65+,female,76,22.0,108,20,1,151,13491.0,126,88,1,354,361,84
91,65+,female,76,22.0,112,22,2,157,13882.0,128,90,2,358,382,84
92,65+,female,77,22.0,116,24,2,164,14309.0,130,91,2,363,400,84
93,65+,female,77,22.0,121,26,3,171,14792.0,133,93,2,368,416,85
94,65+,female,78,23.0,126,28,3,180,15326.0,136,96,2,373,430,85
95,65+,female,79,23.0,132,30,4,189,15947.0,139,98,2,379,444,86
96,65+,female,80,23.0,138,33,5,199,16687.0,143,101,3,387,458,86
97,65+,female,81,24.0,145,36,7,211,17624.0,148,105,3,396,473,87
98,65+,female,83,25.0,153,40,10,226,18893.0,155,110,3,408,488,88
99,65+,female,85,27.0,163,45,15,243,20748.0,165,118,4,425,506,89
100,65+,female,92,36.0,175,51,26,265,24468.0,189,144,4,456,528,96
1,65+,male,46,7.0,1,0,0,1,44.0,0,0,0,115,0,60
2,65+,male,48,7.0,1,0,0,1,205.0,6,5,0,129,0,62
3,65+,male,49,7.0,1,0,0,1,460.0,10,6,0,139,0,63
4,65+,male,50,7.0,2,0,0,2,737.0,12,9,0,146,0,64
5,65+,male,51,7.0,2,0,0,2,993.0,15,11,0,153,0,65
6,65+,male,51,7.0,2,0,0,3,1227.0,17,12,0,160,0,66
7,65+,male,52,7.0,3,0,0,3,1443.0,19,14,0,165,0,66
8,65+,male,52,7.0,3,0,0,4,1642.0,21,16,0,170,0,67
9,65+,male,53,7.0,3,0,0,4,1829.0,23,17,0,175,0,67
10,65+,male,53,7.0,4,0,0,5,2005.0,25,18,0,179,0,68
11,65+,male,53,7.0,4,0,0,5,2172.0,26,20,0,183,0,68
12,65+,male,54,7.0,5,0,0,6,2333.0,28,21,0,187,0,68
13,65+,male,54,7.0,5,0,0,6,2487.0,29,22,0,191,0,69
14,65+,male,54,7.0,6,0,0,7,2637.0,30,23,0,194,0,69
15,65+,male,55,7.0,6,0,0,8,2782.0,32,24,0,197,0,69
16,65+,male,55,7.0,7,0,0,8,2925.0,33,25,0,200,0,70
17,65+,male,55,7.0,7,0,0,9,3064.0,34,26,0,203,0,70
18,65+,male,55,7.0,8,0,0,10,3199.0,36,27,0,206,0,70
19,65+,male,56,7.0,8,0,0,10,3331.0,37,28,0,209,0,70
20,65+,male,56,7.0,9,0,0,11,3462.0,38,29,0,211,0,71
21,65+,male,56,7.0,10,0,0,12,3591.0,39,29,0,214,0,71
22,65+,male,56,7.0,10,0,0,13,3720.0,40,30,0,216,0,71
23,65+,male,57,7.0,11,0,0,13,3846.0,41,31,0,219,0,71
24,65+,male,57,7.0,11,0,0,14,3972.0,42,32,0,221,0,72
25,65+,male,57,7.0,12,0,0,15,4095.0,43,33,0,223,0,72
26,65+,male,57,7.0,13,0,0,16,4219.0,44,33,0,225,0,72
27,65+,male,57,7.0,13,0,0,17,4342.0,45,34,0,228,0,72
28,65+,male,58,7.0,14,0,0,18,4464.0,46,35,0,230,0,73
29,65+,male,58,7.0,15,0,0,19,4587.0,47,35,0,232,0,73
30,65+,male,58,7.0,16,0,0,20,4709.0,48,36,0,234,0,73
31,65+,male,58,7.0,16,0,0,20,4831.0,49,37,0,236,0,73
32,65+,male,59,7.0,17,0,0,21,4954.0,50,38,0,238,0,73
33,65+,male,59,7.0,18,0,0,22,5073.0,51,38,0,240,0,74
34,65+,male,59,7.0,19,0,0,23,5191.0,52,39,0,241,0,74
35,65+,male,59,7.0,19,0,0,25,5312.0,53,40,0,243,0,74
36,65+,male,59,7.0,20,0,0,26,5432.0,54,40,0,245,0,74
37,65+,male,60,7.0,21,0,0,27,5554.0,55,41,0,247,0,74
38,65+,male,60,7.0,22,0,0,28,5677.0,56,42,0,249,0,74
39,65+,male,60,7.0,23,1,0,29,5801.0,57,42,0,251,0,75
40,65+,male,60,7.0,23,1,0,30,5925.0,58,43,0,252,0,75
41,65+,male,60,7.0,24,1,0,31,6050.0,58,44,0,254,0,75
42,65+,male,61,7.0,25,1,0,33,6174.0,59,44,0,256,0,75
43,65+,male,61,7.0,26,1,0,34,6299.0,60,45,0,258,0,75
44,65+,male,61,7.0,27,1,0,35,6426.0,61,45,0,259,0,75
45,65+,male,61,7.0,28,1,0,36,6554.0,62,46,0,261,0,76
46,65+,male,61,7.0,29,1,0,38,6683.0,63,47,0,263,0,76
47,65+,male,62,7.0,30,1,0,39,6814.0,64,47,0,264,0,76
48,65+,male,62,7.0,31,2,0,41,6947.0,65,48,0,266,0,76
49,65+,male,62,7.0,32,2,0,42,7078.0,66,49,0,268,0,76
50,65+,male,62,7.0,33,2,0,43,7212.0,67,49,0,270,0,76
51,65+,male,62,7.0,34,2,0,45,7348.0,67,50,0,271,0,77
52,65+,male,63,7.0,35,2,0,46,7486.0,68,51,0,273,0,77
53,65+,male,63,7.0,36,2,0,48,7624.0,69,51,0,275,0,77
54,65+,male,63,7.0,37,2,0,50,7765.0,70,52,0,276,0,77
55,65+,male,63,7.0,38,3,0,51,7909.0,71,53,0,278,0,77
56,65+,male,63,7.0,39,3,0,53,8053.0,72,53,0,280,0,77
57,65+,male,64,7.0,40,3,0,55,8197.0,73,54,0,281,0,78
58,65+,male,64,8.0,42,3,0,56,8345.0,74,55,0,283,0,78
59,65+,male,64,8.0,43,3,0,58,8496.0,75,55,0,285,0,78
60,65+,male,64,8.0,44,4,0,60,8650.0,76,56,0,287,0,78
61,65+,male,64,8.0,45,4,0,62,8807.0,77,57,0,288,0,78
62,65+,male,65,8.0,46,4,0,64,8970.0,78,57,0,290,0,78
63,65+,male,65,8.0,48,4,0,66,9133.0,78,58,0,292,0,79
64,65+,male,65,8.0,49,5,0,68,9302.0,79,59,0,294,0,79
65,65+,male,65,9.0,51,5,0,70,9476.0,80,59,0,295,0,79
66,65+,male,66,9.0,52,5,0,72,9656.0,81,60,0,297,0,79
67,65+,male,66,9.0,53,5,0,74,9847.0,82,61,0,299,10,79
68,65+,male,66,10.0,55,6,0,76,10016.0,83,62,0,301,54,79
69,65+,male,66,10.0,56,6,0,79,10160.0,84,62,0,303,59,80
70,65+,male,67,10.0,58,7,0,81,10312.0,86,63,0,305,62,80
71,65+,male,67,11.0,60,7,0,83,10473.0,87,64,0,307,65,80
72,65+,male,67,11.0,61,7,0,86,10640.0,88,65,0,309,68,80
73,65+,male,67,11.0,63,8,0,89,10813.0,89,65,0,311,72,80
74,65+,male,68,11.0,65,8,0,91,10996.0,90,66,0,313,76,81
75,65+,male,68,12.0,66,9,0,94,11176.0,91,67,0,315,81,81
76,65+,male,68,12.0,68,9,0,97,11362.0,92,68,0,317,86,81
77,65+,male,69,13.0,70,10,0,100,11557.0,93,69,0,319,92,81
78,65+,male,69,14.0,72,10,0,103,11759.0,95,70,0,321,100,81
79,65+,male,69,15.0,74,11,0,106,11975.0,96,71,0,324,109,82
80,65+,male,70,16.0,77,12,0,110,12186.0,97,72,1,326,119,82
81,65+,male,70,17.0,79,13,0,113,12406.0,99,73,1,328,130,82
82,65+,male,70,18.0,81,13,0,117,12641.0,100,74,1,331,142,82
83,65+,male,71,20.0,84,14,1,121,12888.0,101,75,1,334,156,82
84,65+,male,71,21.0,86,15,1,125,13146.0,103,76,1,336,174,83
85,65+,male,71,21.0,89,16,1,129,13416.0,105,77,1,339,211,83
86,65+,male,72,22.0,92,17,1,134,13705.0,106,78,1,342,248,83
87,65+,male,72,22.0,95,18,1,138,14020.0,108,80,1,345,285,83
88,65+,male,73,22.0,99,19,2,144,14344.0,110,81,1,349,317,84
89,65+,male,73,22.0,102,21,2,149,14698.0,112,82,1,352,343,84
90,65+,male,74,22.0,106,22,2,155,15086.0,114,84,2,356,364,84
91,65+,male,74,22.0,110,24,3,161,15480.0,116,86,2,360,382,85
92,65+,male,75,22.0,114,26,3,168,15927.0,119,87,2,364,397,85
93,65+,male,76,22.0,119,28,4,176,16419.0,121,89,2,369,412,85
94,65+,male,76,22.0,125,30,5,184,16981.0,125,92,2,375,425,86
95,65+,male,77,23.0,131,32,6,193,17617.0,128,94,2,381,439,86
96,65+,male,78,23.0,137,35,8,203,18374.0,132,97,3,388,453,87
97,65+,male,80,24.0,145,38,10,215,19305.0,138,101,3,397,468,88
98,65+,male,82,24.0,153,42,13,229,20460.0,145,106,3,409,483,88
99,65+,male,84,26.0,163,46,18,245,21980.0,156,115,4,425,503,90
100,65+,male,92,36.0,175,51,26,265,24468.0,189,144,4,456,528,96
1,Under 18,female,53,7.0,1,0,0,1,12.0,23,25,0,122,0,60
2,Under 18,female,55,7.0,1,0,0,1,28.0,31,32,0,140,0,62
3,Under 18,female,56,7.0,1,0,0,1,55.0,36,37,0,151,0,63
4,Under 18,female,57,7.0,1,0,0,1,99.0,40,41,0,159,0,64
5,Under 18,female,58,7.0,1,0,0,1,171.0,43,44,0,166,0,65
6,Under 18,female,58,7.0,1,0,0,1,264.0,47,46,0,171,0,65
7,Under 18,female,59,7.0,2,0,0,2,384.0,49,48,0,176,0,66
8,Under 18,female,59,7.0,2,0,0,2,527.0,52,50,0,180,0,66
9,Under 18,female,60,7.0,2,0,0,2,693.0,54,52,0,183,0,67
10,Under 18,female,60,7.0,2,0,0,2,869.0,56,54,0,187,0,67
11,Under 18,female,61,7.0,2,0,0,2,1069.0,58,55,0,190,0,68
12,Under 18,female,61,7.0,3,0,0,3,1261.0,59,57,0,192,0,68
13,Under 18,female,61,7.0,3,0,0,3,1459.0,61,58,0,195,0,68
14,Under 18,female,62,7.0,3,0,0,3,1654.0,62,59,0,197,0,69
15,Under 18,female,62,7.0,3,0,0,3,1843.0,64,60,0,200,0,69
16,Under 18,female,62,7.0,3,0,0,4,2028.0,65,62,0,202,0,69
17,Under 18,female,63,7.0,4,0,0,4,2212.0,67,63,0,204,0,70
18,Under 18,female,63,7.0,4,0,0,4,2394.0,68,64,0,206,0,70
19,Under 18,female,63,7.0,4,0,0,4,2569.0,69,65,0,208,0,70
20,Under 18,female,64,7.0,4,0,0,5,2744.0,70,66,0,210,0,70
21,Under 18,female,64,7.0,5,0,0,5,2911.0,72,67,0,212,0,71
22,Under 18,female,64,7.0,5,0,0,5,3072.0,73,68,0,214,0,71
23,Under 18,female,65,7.0,5,0,0,6,3230.0,74,68,0,215,0,71
24,Under 18,female,65,7.0,6,0,0,6,3383.0,75,69,0,217,0,71
25,Under 18,female,65,7.0,6,0,0,6,3532.0,76,70,0,219,0,72
26,Under 18,female,65,7.0,6,0,0,7,3686.0,77,71,0,220,0,72
27,Under 18,female,66,7.0,7,0,0,7,3837.0,78,72,0,222,0,72
28,Under 18,female,66,7.0,7,0,0,7,3987.0,79,73,0,223,0,72
29,Under 18,female,66,7.0,7,0,0,8,4129.0,80,73,0,225,0,72
30,Under 18,female,66,7.0,8,0,0,8,4272.0,81,74,0,227,0,73
31,Under 18,female,67,7.0,8,0,0,9,4412.0,82,75,0,228,0,73
32,Under 18,female,67,7.0,8,0,0,9,4544.0,83,76,0,229,0,73
33,Under 18,female,67,7.0,9,0,0,10,4680.0,83,76,0,231,0,73
34,Under 18,female,67,7.0,9,0,0,10,4817.0,84,77,0,232,0,73
35,Under 18,female,68,7.0,10,0,0,11,4948.0,85,78,0,234,0,74
36,Under 18,female,68,7.0,10,0,0,11,5075.0,86,78,0,235,0,74
37,Under 18,female,68,7.0,11,0,0,12,5201.0,87,79,0,236,0,74
38,Under 18,female,68,7.0,11,0,0,12,5327.0,88,80,0,238,0,74
39,Under 18,female,69,7.0,11,0,0,13,5457.0,89,81,0,239,0,74
40,Under 18,female,69,8.0,12,0,0,13,5579.0,89,81,0,241,0,74
41,Under 18,female,69,8.0,12,0,0,14,5704.0,90,82,0,242,0,75
42,Under 18,female,69,8.0,13,0,0,14,5829.0,91,83,0,243,0,75
43,Under 18,female,69,8.0,13,0,0,15,5959.0,92,83,0,245,0,75
44,Under 18,female,70,8.0,14,0,0,16,6082.0,93,84,0,246,0,75
45,Under 18,female,70,8.0,14,0,0,16,6207.0,93,85,0,247,0,75
46,Under 18,female,70,8.0,15,0,0,17,6329.28,94,85,0,249,0,76
47,Under 18,female,70,8.0,16,0,0,17,6454.0,95,86,0,250,0,76
48,Under 18,female,71,9.0,16,0,0,18,6571.0,96,87,0,251,0,76
49,Under 18,female,71,9.0,17,0,0,19,6694.0,97,87,0,253,0,76
50,Under 18,female,71,9.0,17,0,0,20,6814.0,97,88,0,254,0,76
51,Under 18,female,71,9.0,18,0,0,20,6933.0,98,89,0,255,0,76
52,Under 18,female,71,10.0,19,0,0,21,7057.0,99,89,0,257,0,77
53,Under 18,female,72,10.0,19,0,0,22,7178.04,100,90,0,258,0,77
54,Under 18,female,72,10.0,20,0,0,23,7300.72,100,90,0,259,0,77
55,Under 18,female,72,11.0,21,0,0,24,7420.0,101,91,0,261,0,77
56,Under 18,female,72,11.0,21,0,0,25,7541.0,102,92,0,262,0,77
57,Under 18,female,72,11.0,22,0,0,26,7662.0,103,92,0,263,0,77
58,Under 18,female,73,11.0,23,0,0,27,7783.0,104,93,0,265,0,78
59,Under 18,female,73,11.0,24,0,0,28,7909.0,104,94,0,266,0,78
60,Under 18,female,73,12.0,24,0,0,29,8036.0,105,94,0,268,0,78
61,Under 18,female,73,12.0,25,1,0,30,8166.0,106,95,0,269,0,78
62,Under 18,female,74,12.0,26,1,0,31,8296.16,107,96,0,270,0,78
63,Under 18,female,74,13.0,27,1,0,32,8428.0,108,96,0,272,0,78
64,Under 18,female,74,13.0,28,1,0,33,8559.0,108,97,0,273,0,79
65,Under 18,female,74,14.0,29,1,0,35,8698.0,109,98,0,275,0,79
66,Under 18,female,74,14.0,30,1,0,36,8835.0,110,98,0,276,0,79
67,Under 18,female,75,15.0,31,1,0,37,8973.0,111,99,0,278,0,79
68,Under 18,female,75,15.0,32,1,0,39,9120.0,112,100,0,279,0,79
69,Under 18,female,75,16.0,33,2,0,40,9264.0,113,100,0,281,0,79
70,Under 18,female,75,17.0,34,2,0,42,9415.0,113,101,0,282,0,80
71,Under 18,female,76,17.0,35,2,0,43,9566.0,114,102,0,284,0,80
72,Under 18,female,76,18.0,36,2,0,45,9719.0,115,103,0,286,0,80
73,Under 18,female,76,19.0,38,2,0,47,9884.0,116,103,0,287,0,80
74,Under 18,female,76,19.52,39,3,0,48,10019.0,117,104,0,289,0,80
75,Under 18,female,77,20.0,40,3,0,50,10156.0,118,105,0,291,0,81
76,Under 18,female,77,21.0,42,3,0,52,10312.0,119,106,0,293,0,81
77,Under 18,female,77,21.0,43,4,0,55,10474.0,120,106,0,294,0,81
78,Under 18,female,78,22.0,45,4,0,57,10648.0,121,107,0,296,0,81
79,Under 18,female,78,22.0,46,4,0,60,10832.0,123,108,0,298,0,82
80,Under 18,female,78,22.0,48,5,0,62,11022.0,124,109,0,301,0,82
81,Under 18,female,78,22.0,50,5,0,65,11223.0,125,110,0,303,0,82
82,Under 18,female,79,22.0,52,6,0,67,11433.0,126,111,0,305,0,82
83,Under 18,female,79,22.0,54,6,0,71,11655.0,127,112,0,307,0,82
84,Under 18,female,79,22.0,56,7,0,74,11874.0,128,113,0,310,0,83
85,Under 18,female,80,23.0,58,8,0,77,12107.0,130,114,0,312,0,83
86,Under 18,female,80,23.0,61,8,0,81,12363.0,131,115,0,315,0,83
87,Under 18,female,80,23.0,64,9,0,85,12620.0,132,116,0,318,60,84
88,Under 18,female,81,23.0,67,10,0,89,12903.0,134,117,0,321,72,84
89,Under 18,female,81,23.0,70,11,0,94,13219.0,135,118,0,324,87,84
90,Under 18,female,82,23.0,74,12,0,100,13544.0,137,120,0,328,107,84
91,Under 18,female,82,24.0,77,14,0,106,13893.0,139,121,1,331,132,85
92,Under 18,female,83,24.0,82,15,0,112,14290.56,141,122,1,336,168,85
93,Under 18,female,83,24.0,87,17,0,120,14735.0,143,124,1,340,277,86
94,Under 18,female,84,25.0,92,19,0,129,15249.92,146,126,1,346,370,86
95,Under 18,female,85,25.0,99,22,1,139,15858.0,148,128,1,352,419,87
96,Under 18,female,85,26.0,106,25,2,151,16536.0,152,130,2,359,449,87
97,Under 18,female,86,27.0,116,28,3,167,17368.0,156,132,2,369,473,88
98,Under 18,female,88,29.0,128,33,5,187,18520.0,161,135,2,381,491,89
99,Under 18,female,89,32.0,146,40,10,214,20385.0,170,139,3,401,509,90
100,Under 18,female,92,36.0,175,51,26,265,24452.0,189,144,4,456,528,96
1,Under 18,male,52,7.0,1,0,0,1,12.0,19,25,0,124,0,61
2,Under 18,male,53,7.0,1,0,0,1,26.0,26,32,0,140,0,63
3,Under 18,male,54,7.0,1,0,0,1,49.0,31,37,0,150,0,64
4,Under 18,male,55,7.0,1,0,0,1,84.12,35,40,0,158,0,65
5,Under 18,male,56,7.0,1,0,0,1,136.0,39,43,0,164,0,65
6,Under 18,male,56,7.0,1,0,0,2,211.0,42,46,0,169,0,66
7,Under 18,male,57,7.0,2,0,0,2,312.0,44,48,0,173,0,66
8,Under 18,male,57,7.0,2,0,0,2,438.0,46,50,0,178,0,67
9,Under 18,male,58,7.0,2,0,0,2,610.0,48,52,0,181,0,67
10,Under 18,male,58,7.0,2,0,0,2,802.0,50,53,0,184,0,68
11,Under 18,male,58,7.0,2,0,0,3,1004.0,52,55,0,187,0,68
12,Under 18,male,59,7.0,3,0,0,3,1213.36,54,56,0,190,0,69
13,Under 18,male,59,7.0,3,0,0,3,1403.0,56,57,0,193,0,69
14,Under 18,male,60,7.0,3,0,0,3,1614.0,57,59,0,195,0,69
15,Under 18,male,60,7.0,4,0,0,4,1822.0,59,60,0,198,0,70
16,Under 18,male,60,7.0,4,0,0,4,2028.48,60,61,0,200,0,70
17,Under 18,male,60,7.0,4,0,0,4,2226.0,61,62,0,202,0,70
18,Under 18,male,61,7.0,4,0,0,5,2430.0,63,63,0,204,0,70
19,Under 18,male,61,7.0,5,0,0,5,2625.07,64,64,0,206,0,71
20,Under 18,male,61,7.0,5,0,0,5,2813.6,65,65,0,208,0,71
21,Under 18,male,62,7.0,5,0,0,6,3009.0,66,66,0,210,0,71
22,Under 18,male,62,7.0,6,0,0,6,3201.0,67,67,0,212,0,71
23,Under 18,male,62,7.0,6,0,0,7,3384.0,69,68,0,213,0,72
24,Under 18,male,62,7.0,6,0,0,7,3574.0,70,69,0,215,0,72
25,Under 18,male,63,7.0,7,0,0,7,3754.0,71,70,0,217,0,72
26,Under 18,male,63,7.0,7,0,0,8,3934.0,72,70,0,218,0,72
27,Under 18,male,63,7.0,8,0,0,8,4104.0,73,71,0,220,0,72
28,Under 18,male,63,7.0,8,0,0,9,4270.84,74,72,0,221,0,73
29,Under 18,male,64,7.0,8,0,0,9,4450.0,75,73,0,223,0,73
30,Under 18,male,64,7.0,9,0,0,10,4618.9,76,74,0,225,0,73
31,Under 18,male,64,7.0,9,0,0,10,4784.43,77,74,0,226,0,73
32,Under 18,male,64,7.0,10,0,0,11,4949.0,77,75,0,228,0,73
33,Under 18,male,65,7.0,10,0,0,11,5117.0,78,76,0,229,0,74
34,Under 18,male,65,7.0,11,0,0,12,5287.0,79,77,0,231,0,74
35,Under 18,male,65,7.0,11,0,0,13,5438.0,80,77,0,232,0,74
36,Under 18,male,65,7.0,12,0,0,13,5596.0,81,78,0,233,0,74
37,Under 18,male,66,7.0,12,0,0,14,5753.0,82,79,0,235,0,74
38,Under 18,male,66,7.0,13,0,0,14,5911.0,83,79,0,236,0,75
39,Under 18,male,66,7.0,13,0,0,15,6063.0,83,80,0,237,0,75
40,Under 18,male,66,8.0,14,0,0,16,6223.0,84,81,0,239,0,75
41,Under 18,male,66,8.0,14,0,0,16,6384.0,85,81,0,240,0,75
42,Under 18,male,67,8.0,15,0,0,17,6535.0,86,82,0,242,0,75
43,Under 18,male,67,8.0,15,0,0,18,6680.0,87,83,0,243,0,75
44,Under 18,male,67,8.0,16,0,0,19,6836.0,87,83,0,244,0,76
45,Under 18,male,67,8.0,17,0,0,20,6983.0,88,84,0,245,0,76
46,Under 18,male,68,8.0,17,0,0,20,7133.0,89,85,0,247,0,76
47,Under 18,male,68,8.0,18,0,0,21,7281.0,90,85,0,248,0,76
48,Under 18,male,68,9.0,19,0,0,22,7428.0,91,86,0,249,0,76
49,Under 18,male,68,9.0,19,0,0,23,7581.0,91,87,0,251,0,76
50,Under 18,male,69,9.0,20,0,0,24,7737.0,92,87,0,252,0,77
51,Under 18,male,69,9.0,21,0,0,25,7894.0,93,88,0,254,0,77
52,Under 18,male,69,10.0,21,0,0,26,8041.0,94,88,0,255,0,77
53,Under 18,male,69,10.0,22,0,0,27,8186.0,94,89,0,256,0,77
54,Under 18,male,70,10.0,23,0,0,28,8340.0,95,90,0,257,0,77
55,Under 18,male,70,11.0,24,1,0,29,8489.0,96,90,0,259,0,77
56,Under 18,male,70,11.0,25,1,0,30,8652.0,97,91,0,260,0,78
57,Under 18,male,70,11.0,25,1,0,31,8812.0,98,92,0,262,0,78
58,Under 18,male,70,11.0,26,1,0,32,8968.0,98,92,0,263,0,78
59,Under 18,male,71,11.0,27,1,0,34,9125.0,99,93,0,264,0,78
60,Under 18,male,71,12.0,28,1,0,35,9287.0,100,94,0,266,0,78
61,Under 18,male,71,12.0,29,1,0,36,9451.0,101,94,0,267,0,78
62,Under 18,male,71,12.0,30,1,0,37,9607.0,102,95,0,268,0,79
63,Under 18,male,72,13.0,31,2,0,39,9784.0,102,96,0,270,0,79
64,Under 18,male,72,14.0,32,2,0,40,9955.92,103,96,0,271,0,79
65,Under 18,male,72,14.0,33,2,0,42,10082.0,104,97,0,273,0,79
66,Under 18,male,72,14.0,34,2,0,43,10242.0,105,98,0,274,0,79
67,Under 18,male,73,15.0,35,2,0,45,10408.0,106,98,0,276,0,80
68,Under 18,male,73,16.0,36,3,0,46,10581.0,107,99,0,277,0,80
69,Under 18,male,73,16.0,37,3,0,48,10752.0,107,100,0,279,0,80
70,Under 18,male,73,17.0,38,3,0,50,10936.0,108,100,0,280,0,80
71,Under 18,male,74,18.0,40,3,0,52,11116.0,109,101,0,282,0,80
72,Under 18,male,74,19.0,41,4,0,54,11294.0,110,102,0,283,0,80
73,Under 18,male,74,19.0,42,4,0,56,11488.69,111,103,0,285,0,81
74,Under 18,male,74,20.0,44,4,0,58,11676.22,112,103,0,287,0,81
75,Under 18,male,75,21.0,45,5,0,60,11873.0,113,104,0,289,0,81
76,Under 18,male,75,21.0,47,5,0,62,12075.0,114,105,0,290,0,81
77,Under 18,male,75,22.0,48,6,0,65,12278.0,115,106,0,292,0,81
78,Under 18,male,76,22.0,50,6,0,67,12506.0,116,106,0,294,0,82
79,Under 18,male,76,22.0,52,7,0,70,12731.0,117,107,0,296,0,82
80,Under 18,male,76,22.0,53,7,0,72,12953.4,118,108,0,298,0,82
81,Under 18,male,77,22.0,55,8,0,75,13192.0,119,109,0,300,0,82
82,Under 18,male,77,22.0,57,8,0,78,13443.46,120,110,0,302,0,83
83,Under 18,male,77,22.0,59,9,0,81,13711.99,121,111,0,305,0,83
84,Under 18,male,78,22.0,62,10,0,85,13991.0,123,112,0,307,0,83
85,Under 18,male,78,23.0,64,11,0,89,14262.0,124,113,0,309,0,83
86,Under 18,male,78,23.0,67,12,0,93,14562.0,125,114,0,312,0,84
87,Under 18,male,79,23.0,69,13,0,97,14882.0,127,115,0,315,62,84
88,Under 18,male,79,23.0,72,14,0,102,15198.0,128,116,0,318,77,84
89,Under 18,male,80,23.0,76,15,0,107,15558.0,130,117,0,321,99,84
90,Under 18,male,80,24.0,79,17,0,112,15943.0,132,118,0,324,129,85
91,Under 18,male,81,24.0,83,18,0,118,16351.0,133,120,1,328,180,85
92,Under 18,male,81,24.0,87,20,0,125,16799.52,135,121,1,332,278,85
93,Under 18,male,82,25.0,92,22,1,133,17280.29,137,123,1,336,362,86
94,Under 18,male,82,25.0,97,24,1,142,17826.0,140,124,1,341,409,86
95,Under 18,male,83,26.0,104,26,2,152,18445.0,143,126,1,347,438,87
96,Under 18,male,84,26.0,112,29,3,165,19154.88,146,128,2,354,460,87
97,Under 18,male,85,28.0,122,33,4,179,20014.41,150,131,2,363,477,88
98,Under 18,male,86,29.0,134,37,7,199,20940.94,156,134,3,374,494,89
99,Under 18,male,88,32.0,150,43,12,225,22287.41,164,138,3,394,511,90
100,Under 18,male,92,36.0,175,51,26,265,24468.0,189,144,4,456,528,96
